function	Fl_1	Fl_10	Fl_11	Fl_12	Fl_13	Fl_14	Fl_15	Fl_16	Fl_17	Fl_18	Fl_19	Fl_2	Fl_3	Fl_4	Fl_5	Fl_6	Fl_7	Fl_8	Fl_9	Fl_Arg_1	Fl_Arg_10	Fl_Arg_11	Fl_Arg_12	Fl_Arg_13	Fl_Arg_14	Fl_Arg_15	Fl_Arg_16	Fl_Arg_17	Fl_Arg_18	Fl_Arg_19	Fl_Arg_2	Fl_Arg_3	Fl_Arg_4	Fl_Arg_5	Fl_Arg_6	Fl_Arg_7	Fl_Arg_8	Fl_Arg_9
K00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00116	1773.0	4194.0	1753.0	2405.25	1503.5	19265.0	4532.0	3387.95	2798.75	2943.0	2451.0	2948.0	2848.0	3612.75	3744.67	2102.0	3235.75	3765.5	1813.0	2338.0	2046.6	4479.5	4404.25	3503.25	1008.75	5062.75	4865.75	1896.25	7874.5	5008.25	6068.5	3193.5	2734.25	5331.75	4360.0	7275.75	5578.5	5505.25
K00117	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00121	160.0	550.0	271.0	276.0	101.0	941.0	7.0	384.2	594.0	88.0	64.0	0.0	177.0	311.0	1183.0	141.0	207.0	87.0	810.0	0.0	480.1	739.0	319.0	237.0	83.0	13.0	783.0	93.0	308.0	214.0	658.5	0.0	1166.0	299.0	293.0	57.0	199.0	1145.0
K00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	8.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00123	10550.5	12105.5	12061.17	5337.5	8426.0	33296.34	9019.0	7598.3	7623.83	9769.33	11199.5	10021.67	9381.5	17398.67	10326.0	7568.33	6804.5	10903.0	8016.0	7989.0	19402.4	6733.0	6923.5	14546.83	7049.0	12127.5	9119.0	6616.42	13889.5	9470.0	8772.0	8482.0	5313.0	8601.0	8411.0	6856.0	23272.0	4242.0
K00124	2998.5	4074.5	4131.5	1818.5	3815.0	10758.5	3022.0	2733.7	2739.5	2839.0	3617.5	2429.0	3546.0	6254.0	4288.0	3135.0	2949.0	2566.0	2809.5	2814.0	7056.1	4187.0	3755.5	3160.0	2609.0	3903.5	4423.0	2923.5	5898.0	2863.0	3988.5	2304.5	2605.5	4657.0	4154.0	3340.0	6774.5	3311.0
K00126	0.0	0.0	156.0	3.0	0.0	99.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	379.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0
K00127	2639.0	3854.0	3807.0	1937.0	3815.0	10332.0	2777.0	2375.2	2425.5	2896.0	3098.5	2280.5	3510.0	5855.0	4128.0	3059.0	3216.0	2260.0	2543.0	3371.0	6370.1	4444.0	4125.5	2935.0	2371.0	4010.5	4181.5	2220.0	5997.0	2637.0	3872.5	1882.0	2410.0	3966.0	4087.0	3933.0	7275.5	2779.0
K00128	903.5	1164.0	1763.67	1065.5	812.0	3493.84	804.5	1164.0	1626.83	1152.83	844.0	779.1700000000001	557.5	1416.67	2476.0	703.3299999999999	394.0	339.0	2466.0	545.0	1928.0	1571.5	429.5	2679.83	447.0	223.25	1566.5	871.1700000000001	810.5	528.0	1101.0	744.5	1786.0	458.5	455.0	57.0	286.0	1511.0
K00130	127.0	601.0	183.0	397.25	883.5	3091.0	318.0	748.95	1275.25	240.0	129.0	149.0	309.0	700.75	826.0	206.0	231.75	231.0	1560.0	0.0	340.1	1435.5	716.75	465.25	231.75	208.75	1227.75	593.75	400.5	962.25	1274.0	183.0	1701.25	810.25	319.0	108.75	718.0	1485.75
K00131	1468.0	2558.55	2549.25	2940.0	1748.0	11940.75	1581.25	2362.35	1732.0	2380.8	1980.6000000000001	2334.3500000000004	1273.0	3330.9	1748.0	2928.3	1540.0	3545.0	1642.85	765.0	1074.3	816.0	1227.0	3930.75	756.0	1038.0	919.3	421.0	2631.0	1476.0	783.0	2283.7	1130.8000000000002	764.0	1177.6	1492.75	2157.0	437.0
K00133	15121.42	19263.05	15374.92	16532.66	14925.329999999998	72869.59	16268.67	17002.47	14036.67	17458.22	15187.59	16416.1	14189.42	24493.989999999998	17897.760000000002	15452.88	15206.67	13859.93	16771.199999999997	20904.43	18913.230000000003	23241.83	19207.510000000002	25103.25	10288.5	20829.91	23958.71	11863.7	32332.68	18076.92	17560.84	15999.449999999999	14580.47	29289.83	18052.43	21746.92	25085.59	13431.0
K00134	16511.92	22951.05	17533.09	19238.91	16632.829999999998	93087.43	20787.17	20251.42	16730.25	20738.55	17544.09	18736.019999999997	17144.42	27814.41	21531.43	17579.879999999997	18211.42	16433.43	19024.199999999997	23500.93	20985.33	27780.33	23653.260000000002	30190.83	11081.25	25738.66	28802.96	13944.619999999999	39897.68	22690.17	23439.34	18835.949999999997	17328.72	34431.58	22169.43	28690.67	29005.59	18824.25
K00135	4580.0	11126.5	6864.0	7042.75	6515.5	49915.0	9624.0	9401.45	7841.25	6314.0	5873.5	5471.0	7653.5	10912.75	11699.68	6752.0	8488.75	7194.5	8190.5	8434.0	8849.1	16513.5	13590.25	7663.25	4464.75	11336.25	17089.25	6592.5	19985.0	12117.25	14981.5	5886.0	11997.75	17875.25	11554.5	17549.75	11404.0	16722.75
K00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00138	229.0	584.0	254.0	306.25	304.5	370.0	86.0	250.95	380.25	163.0	90.0	21.0	51.0	454.75	635.6700000000001	295.0	29.75	103.0	475.0	0.0	112.1	429.5	36.75	238.25	228.75	20.75	220.75	82.75	257.5	121.25	184.0	2.5	377.25	66.25	66.0	9.75	0.0	251.75
K00140	1086.5	2133.0	815.0	975.5	841.0	3427.0	1135.0	1667.0	1571.0	663.5	620.5	718.0	929.0	1360.0	1727.0	1198.0	968.5	705.0	1559.0	2291.5	2091.0	3181.0	2026.0	1014.5	674.0	1419.5	2415.0	1046.25	3362.0	2085.0	2403.0	894.0	3180.5	1973.0	1790.0	1800.5	2526.0	3879.0
K00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	8.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00145	7389.17	10496.5	8799.0	9947.75	9821.5	41017.5	9880.0	8857.65	8432.25	8536.5	7715.92	9622.0	8517.67	13401.08	11841.67	9621.67	9253.42	9147.5	8053.5	11197.5	10013.7	16365.5	12823.75	13987.25	6161.25	11128.5	15224.75	6908.45	19565.5	11510.75	11528.0	9151.17	9835.25	16016.75	11520.75	16162.75	16269.5	11453.25
K00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00147	8074.92	12016.75	10853.75	10460.66	11497.33	48847.59	10807.67	10451.79	8726.92	10862.42	8645.74	10070.25	10012.92	15584.09	13010.01	10808.75	10134.17	8889.68	9652.02	12458.68	13730.68	16903.08	13805.59	16529.75	6725.75	12597.16	16307.66	7831.95	22164.18	11754.67	12628.34	10033.0	10353.5	17399.83	12142.83	17055.17	16743.09	11742.0
K00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00150	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	39.0	8.0	0.0	0.0	0.0	0.0	1.1	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
K00153	0.0	336.0	0.0	160.25	782.5	2236.0	292.0	506.75	681.25	106.0	0.0	52.0	132.0	382.75	90.67	65.0	29.75	144.0	853.0	0.0	135.0	696.5	426.75	206.25	164.75	208.75	605.75	446.75	253.5	748.25	617.0	172.5	671.25	511.25	82.0	51.75	578.0	390.75
K00154	93.0	285.0	163.0	39.0	0.0	125.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	8.0	0.0	0.0	118.0	0.0	379.0	15.0	27.0	24.0	34.0	13.0	158.0	4.0	161.0	0.0	2.0	0.0	146.0	0.0	48.0	0.0	0.0	50.0
K00156	872.0	1096.05	1270.25	1286.25	726.5	5816.75	1075.25	893.3	847.25	746.8	1280.6	582.35	424.0	2121.65	766.6700000000001	714.3	618.75	1765.0	1367.85	431.0	468.40000000000003	387.5	308.75	647.0	414.75	645.75	401.05	562.75	669.5	485.25	117.0	604.2	1080.0500000000002	879.25	352.6	430.5	1806.0	683.75
K00158	112.59	484.75	342.42	196.25	916.83	1871.25	354.0	280.16999999999996	266.0	207.42000000000002	296.5	310.25	254.42000000000002	733.6700000000001	677.6700000000001	522.75	147.09	363.17	324.01	21.67	247.57999999999998	104.41	230.5	409.17	253.5	122.0	34.75	132.0	285.34000000000003	394.92	301.84000000000003	369.5	99.75	92.58	169.07999999999998	65.75	278.58000000000004	149.75
K00161	2007.59	4490.3	3863.34	3907.25	3900.83	23100.84	2601.25	4380.52	3268.33	4207.55	2808.1	2844.2699999999995	2835.42	6322.24	5394.67	4785.049999999999	2286.09	4006.17	4242.860000000001	2323.67	3102.88	3526.41	2830.5	6456.25	1599.5	2670.0	2496.05	1835.17	5375.34	4298.92	3739.84	2816.2	3213.55	8337.58	3588.68	2668.5	3627.58	1138.75
K00162	2007.59	4490.3	3863.34	3907.25	3900.83	23100.84	2601.25	4380.52	3268.33	4207.55	2808.1	2844.2699999999995	2835.42	6322.24	5394.67	4785.049999999999	2284.09	4006.17	4242.860000000001	2314.67	3102.88	3526.41	2830.5	6456.25	1593.5	2670.0	2496.05	1835.17	5375.34	4298.92	3739.84	2816.2	3213.55	8337.58	3588.68	2668.5	3627.58	1138.75
K00163	3727.0	9043.5	5871.67	4359.25	8403.5	36628.0	6652.0	6779.28	5945.75	4680.0	4161.5	3488.0	5868.0	10798.75	9903.67	5743.0	5872.75	3719.5	6784.83	6789.0	9195.6	12386.5	10426.92	5730.25	4518.75	8928.75	13306.75	5256.25	14438.5	9042.25	10333.0	3694.5	8828.92	13760.75	7992.0	10891.75	8730.0	11013.25
K00164	3283.0	6333.05	5484.92	3477.25	8303.5	25844.75	3639.25	4956.63	4505.25	3003.8	3487.6000000000004	1870.3500000000001	3670.0	10012.65	7105.0	4429.3	3451.75	2725.0	7263.18	4966.0	7797.400000000001	8413.5	6827.42	3703.0	4341.75	4849.75	9496.05	3912.0	7902.5	5449.25	5071.5	1594.1999999999998	7569.719999999999	9346.25	4042.6	4241.5	5960.0	5888.75
K00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
K00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
K00169	405.0	75.0	93.0	716.0	286.0	1137.0	136.0	422.0	118.0	649.0	311.5	321.0	161.0	419.0	232.0	404.0	114.0	224.0	526.5	356.0	140.0	141.0	88.0	1529.0	141.0	137.0	324.0	2.0	163.0	84.0	35.0	475.0	469.0	101.0	78.0	0.0	591.0	0.0
K00170	155.0	75.0	53.0	465.0	17.0	579.0	79.0	147.0	103.0	277.0	274.5	43.0	161.0	103.0	200.0	53.0	0.0	83.0	266.5	101.0	53.0	82.0	88.0	1124.0	0.0	5.0	191.0	2.0	138.0	84.0	35.0	46.0	185.0	5.0	0.0	0.0	376.0	0.0
K00171	90.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	156.5	0.0	0.0	0.0	0.0	0.0	0.0	68.0	93.5	101.0	0.0	0.0	88.0	0.0	0.0	0.0	127.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0
K00172	405.0	75.0	93.0	716.0	286.0	1137.0	136.0	422.0	118.0	649.0	311.5	321.0	161.0	419.0	232.0	404.0	114.0	224.0	526.5	356.0	140.0	141.0	88.0	1529.0	141.0	137.0	324.0	2.0	163.0	84.0	35.0	475.0	469.0	101.0	78.0	0.0	591.0	0.0
K00174	12344.33	10110.5	8004.33	10530.66	4140.0	30198.34	8446.17	9744.67	9287.17	13004.0	11510.49	12137.5	9189.5	12438.67	7459.17	7358.0	9429.83	7564.51	10442.01	17100.510000000002	12173.0	13638.17	10016.34	15782.33	6435.5	14292.16	13325.66	8850.2	16714.84	10979.5	9660.0	11637.0	5709.5	22860.0	12389.0	11256.67	17022.510000000002	2220.0
K00175	12280.33	9903.5	7922.33	10371.66	4116.0	29994.34	8418.17	9591.67	9085.17	12987.0	11340.49	12137.5	8982.5	12363.67	7459.17	7317.0	9253.83	7564.51	10360.01	17100.510000000002	11948.0	13575.17	9979.34	15741.33	6347.5	14219.16	13119.66	8840.2	16500.84	10773.5	9624.0	11528.0	5577.5	22860.0	12161.0	11256.67	17022.510000000002	2220.0
K00176	6809.5	5333.75	4813.0	5150.0	1454.5	14587.75	5182.75	5294.0	4515.0	7445.5	6431.25	7036.0	5128.5	6911.5	3759.75	3881.5	5847.0	4320.25	5515.5	10463.25	7593.5	8141.25	5489.75	7746.25	3789.25	8711.0	7882.25	4982.25	9705.5	5971.25	5707.5	6560.25	2919.5	13362.0	7527.5	7374.0	11106.5	1453.0
K00177	7074.0	5497.25	4957.0	5427.5	1502.0	14756.25	5518.25	5533.0	4863.5	7462.5	6751.25	7367.5	5202.0	7123.5	3759.75	4027.5	6056.0	4388.25	5610.5	10720.75	7734.0	8491.75	6037.75	7779.25	3857.75	9273.0	8399.25	5166.75	9896.0	6076.25	5756.0	6708.75	2995.5	13594.0	7851.5	7470.0	11327.0	1523.0
K00179	254.0	90.0	699.0	127.0	9.0	384.0	272.0	88.0	118.0	538.0	212.75	271.0	32.5	141.0	81.0	8.0	25.5	24.0	795.0	479.0	1145.0	217.0	115.0	939.5	84.0	396.0	417.0	970.7	113.5	101.0	9.5	280.5	116.5	411.0	25.25	0.0	89.0	0.0
K00180	254.0	90.0	699.0	127.0	9.0	384.0	272.0	88.0	121.0	538.0	217.75	271.0	32.5	141.0	81.0	8.0	25.5	27.0	797.0	479.0	1145.0	217.0	115.0	939.5	84.0	396.0	417.0	970.7	113.5	101.0	9.5	280.5	116.5	411.0	25.25	0.0	89.0	0.0
K00183	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	4.5	0.0	0.0	49.5	0.0	0.0	0.0	0.0	0.0	0.0	10.5	87.0	0.0	48.0	16.5	0.0	0.0	55.5	10.5	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	36.0	0.0
K00184	640.0	800.55	1309.25	1245.0	696.0	5780.25	813.25	913.35	579.5	770.8	1042.6	314.85	335.0	1777.9	719.0	622.3	544.0	1372.0	1344.35	285.0	529.3	48.0	287.5	657.75	396.0	286.5	403.8	123.5	652.0	43.0	97.0	184.70000000000002	827.8000000000001	206.0	74.6	241.75	418.0	78.0
K00185	640.0	800.55	1309.25	1245.0	696.0	5801.25	792.25	913.35	578.0	770.8	1042.6	298.35	335.0	1777.9	719.0	622.3	544.0	1372.0	1340.85	338.0	529.3	32.0	270.0	657.75	396.0	268.0	400.3	224.5	652.0	43.0	97.0	177.70000000000002	827.8000000000001	206.0	74.6	241.75	400.0	78.0
K00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00197	23.5	5.5	20.5	1.5	0.0	0.0	4.0	8.5	0.0	23.0	4.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0	18.5	0.0	14.0	5.0	0.0	46.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	22.5	6.5	0.0	0.0	0.0	0.0	0.0
K00198	2029.0	769.0	939.5	1581.0	1656.5	3336.5	1708.5	911.5	1165.5	1326.0	1176.0	2334.0	908.5	1957.0	1054.0	1290.0	1158.0	2551.0	602.5	1970.5	574.5	1548.5	1489.0	3024.0	680.5	1772.0	915.5	675.5	2047.5	1447.0	765.5	2084.0	477.5	815.0	1087.0	1581.0	4751.0	258.0
K00208	7736.0	9973.8	8238.25	6750.5	8253.0	34830.5	5604.5	8005.549999999999	7541.0	7165.299999999999	8003.349999999999	6060.35	6875.5	14263.4	9720.75	6798.8	6102.5	5787.25	9910.85	8813.25	11741.400000000001	10846.75	9141.25	8776.5	6255.75	8859.5	12849.05	6160.45	11553.5	8471.25	7485.5	5690.950000000001	8396.8	16977.0	7858.1	6646.75	11911.0	4823.0
K00209	1068.5	1891.5	1667.0	1994.5	612.0	5397.5	870.5	1403.0	1107.5	1884.5	1345.5	2302.5	988.0	1588.5	861.0	2251.0	1063.5	1871.0	838.0	998.5	894.0	929.5	973.5	3414.0	507.5	1009.0	966.5	830.5	2083.0	1208.5	457.0	2145.5	561.0	826.5	1098.5	1256.0	1716.0	239.0
K00210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K00215	15030.09	19520.05	15701.67	16567.66	15515.329999999998	74517.59	16520.67	17093.47	14534.67	17708.22	15381.259999999998	16509.1	14448.59	25064.32	18391.760000000002	15822.22	15273.84	14112.93	16980.699999999997	20976.93	19149.980000000003	23570.83	19498.510000000002	25583.25	10438.5	21019.91	24051.71	12057.7	32614.18	18392.92	17949.84	16217.619999999999	14710.97	29340.83	18109.43	21781.92	25250.59	13900.0
K00216	1084.0	3761.0	1533.0	2167.0	1457.0	18613.0	4053.0	3107.2	2334.0	2489.0	1714.0	1890.0	2663.0	2811.0	3388.0	1993.0	2965.0	2449.0	1483.0	1980.0	1570.1	4239.0	4228.0	2825.0	713.0	4510.0	4625.0	1740.0	7345.0	4306.0	5821.0	2434.0	2541.0	5087.0	4085.0	6904.0	3712.0	5363.0
K00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K00219	93.0	285.0	0.0	51.0	16.0	84.0	33.0	128.2	0.0	24.0	0.0	0.0	0.0	0.0	378.0	8.0	0.0	0.0	39.0	3.0	1.1	15.0	27.0	24.0	34.0	13.0	75.0	4.0	161.0	0.0	2.0	0.0	72.0	0.0	48.0	0.0	0.0	50.0
K00220	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00226	1770.0900000000001	3805.25	2494.42	2838.75	1889.33	14418.75	1835.5	3110.17	2514.5	3123.42	2188.5	3003.75	2232.92	4153.67	4178.67	4066.75	1728.0900000000001	2433.17	2288.01	2214.67	2437.08	3277.91	2703.5	4883.17	1160.0	2908.0	1827.75	1581.5	4529.84	3670.92	3062.84	2622.0	1871.75	7487.58	3730.08	2358.75	2711.08	804.75
K00228	834.0	1307.0	2400.0	924.0	2193.0	8292.0	428.0	1340.4	1168.0	353.0	832.0	246.0	1290.0	2648.0	2760.0	612.0	1153.0	242.0	3401.0	1426.0	3456.2	4172.0	2613.0	876.0	2134.0	1164.0	6299.0	749.0	2440.0	1900.0	1116.0	69.0	3607.0	5398.0	1312.0	1733.0	1234.0	1788.0
K00230	1310.0	3374.0	1747.0	868.0	3772.0	8790.0	1811.0	1838.2	1894.0	1688.0	1272.0	845.0	1638.0	4435.0	3282.0	2392.0	1316.0	618.0	1412.0	2260.0	3617.1	2481.0	2297.0	1892.0	1515.0	2425.0	1811.0	1297.0	3772.0	2580.0	2673.0	1039.0	2294.0	2328.0	2110.0	1723.0	2960.0	2877.0
K00231	4153.0	7901.5	3463.0	5653.25	4279.5	32057.5	6973.0	7255.75	6090.75	5789.0	4817.5	5065.0	6181.0	8182.75	7420.67	5679.0	6063.75	5318.5	4604.5	7249.0	5609.5	11029.5	8788.25	7134.25	2962.75	8640.75	9220.75	4558.95	15127.5	10023.25	11358.0	6240.5	6395.25	14987.75	9033.0	11807.75	9730.0	8504.25
K00232	0.0	86.0	0.0	103.0	75.0	0.0	4.0	57.0	310.0	64.0	0.0	0.0	2.0	66.0	90.67	0.0	25.0	0.0	95.0	0.0	0.0	365.0	0.0	57.0	0.0	0.0	80.0	66.0	79.0	57.0	131.0	0.0	93.0	0.0	2.0	0.0	0.0	150.0
K00239	11849.5	13800.3	9832.92	12544.25	9292.5	53439.0	12745.5	12815.130000000001	11643.25	12697.300000000001	11731.349999999999	11878.349999999999	10697.0	17355.65	12520.42	10378.8	12445.75	10751.75	12967.18	18892.25	13641.400000000001	21982.25	16784.17	15382.25	8201.0	17219.75	20686.8	9541.2	25910.5	16026.0	15850.5	11553.45	13280.22	26566.75	15729.6	19675.0	20955.0	13314.25
K00240	11959.5	14500.8	11387.42	12456.25	9153.5	57311.5	12646.5	12917.130000000001	12085.75	12351.300000000001	11856.849999999999	11405.849999999999	11418.5	18638.15	12921.42	10099.8	12978.25	10652.75	13105.18	18833.25	16058.900000000001	23250.25	17088.17	15194.75	8253.5	17334.25	20985.3	9879.7	26766.0	17121.5	16029.5	10974.95	13498.22	30578.75	16124.1	20510.5	21045.0	13772.25
K00241	11287.5	13495.8	9664.42	11555.25	8931.5	52224.5	12361.5	12328.130000000001	10927.75	11932.300000000001	11223.849999999999	11312.849999999999	10458.5	16801.15	12237.42	9941.8	12266.25	10471.75	12282.18	18069.25	13392.900000000001	21209.25	16556.17	13722.75	8027.5	16798.25	20114.3	9349.7	25342.0	15660.5	15684.5	10928.95	12632.22	26346.75	15564.1	19646.5	20161.0	13147.25
K00242	793.0	1491.0	2072.0	917.0	3109.0	10116.0	765.0	1642.2	1537.0	416.0	989.0	354.0	1455.0	3045.0	2655.0	1301.0	1249.0	633.0	4101.0	1524.0	3361.1	4180.0	3654.0	943.0	2278.0	1169.0	5832.0	2198.0	2022.0	2611.0	1792.0	219.0	4083.0	6113.0	1630.0	1931.0	2473.0	2186.0
K00243	7933.42	6589.5	5320.42	7422.91	4945.83	23013.18	6590.42	6653.84	5312.0	8525.75	7469.99	8354.67	5722.92	9054.51	5800.09	6530.58	6966.92	5376.43	6313.02	11768.93	6534.58	9117.83	7038.09	11963.08	4242.25	9307.66	7859.16	4731.62	13216.18	6902.17	6307.84	8487.25	3754.25	13495.58	8155.33	8634.42	11132.09	1988.75
K00244	3594.5	4503.5	4043.5	2567.5	3801.0	11420.5	3689.5	2664.2	2631.25	3398.0	3998.5	4674.75	2954.0	5405.5	3793.0	2544.0	1918.0	2288.0	3457.0	4920.5	5696.1	2676.0	2423.5	4658.0	2265.0	4544.0	4889.0	2989.0	6317.0	2053.0	1663.5	3518.0	2234.5	3127.0	2556.5	1403.5	4434.5	895.0
K00245	1557.0	2902.0	2591.0	573.0	3318.0	8129.0	1470.0	1558.2	1576.0	1706.0	1668.5	1298.0	1757.0	4478.0	3103.0	1617.0	995.0	1255.0	1443.5	741.0	4105.1	763.0	1308.0	2152.0	1532.0	2393.0	2314.0	740.0	2852.0	1515.0	1480.5	1091.0	801.0	1385.0	1409.0	437.0	2978.5	641.0
K00246	1557.0	2902.0	2591.0	573.0	3318.0	8129.0	1470.0	1558.2	1576.0	1706.0	1668.5	1298.0	1757.0	4478.0	3103.0	1617.0	995.0	1255.0	1443.5	741.0	4105.1	763.0	1308.0	2152.0	1532.0	2393.0	2314.0	740.0	2852.0	1515.0	1480.5	1091.0	801.0	1385.0	1409.0	437.0	2978.5	641.0
K00247	669.0	2458.0	1738.0	352.0	3150.0	7250.0	863.0	1037.2	1015.0	1184.0	840.0	285.0	1126.0	3661.0	2828.0	1449.0	682.0	0.0	989.0	329.0	2695.1	573.0	1115.0	1308.0	1035.0	1679.0	1521.0	448.0	2047.0	834.0	1158.5	249.0	571.0	1120.0	873.0	105.0	829.0	579.0
K00248	2482.33	2393.5	2538.33	3235.16	1742.0	14999.34	2159.17	3925.17	2117.67	3449.0	2693.24	1745.25	2185.0	3916.17	3874.67	3342.0	1386.33	422.01	3211.51	3988.51	3627.5	2620.67	1751.8400000000001	7028.33	1308.0	2971.16	2439.66	1316.5	6826.84	2593.0	2563.0	2170.5	2457.5	7214.0	3028.25	1539.67	1884.0100000000002	669.0
