	Fl_1	Fl_10	Fl_11	Fl_12	Fl_13	Fl_14	Fl_15	Fl_16	Fl_17	Fl_18	Fl_19	Fl_2	Fl_3	Fl_4	Fl_5	Fl_6	Fl_7	Fl_8	Fl_9	Fl_Arg_1	Fl_Arg_10	Fl_Arg_11	Fl_Arg_12	Fl_Arg_13	Fl_Arg_14	Fl_Arg_15	Fl_Arg_16	Fl_Arg_17	Fl_Arg_18	Fl_Arg_19	Fl_Arg_2	Fl_Arg_3	Fl_Arg_4	Fl_Arg_5	Fl_Arg_6	Fl_Arg_7	Fl_Arg_8	Fl_Arg_9
f9294d6959df108bf8ad51af22f79905	148.0	438.0	197.0	234.0	104.0	1762.0	427.0	342.0	283.0	296.0	219.0	252.0	325.0	317.0	344.0	226.0	406.0	314.0	99.0	252.0	177.0	504.0	498.0	333.0	74.0	540.0	560.0	191.0	1055.0	447.0	652.0	270.0	262.0	621.0	551.0	849.0	438.0	648.0
8ab3af6fccd55fef55e0430724517740	132.0	430.0	187.0	256.0	74.0	1728.0	379.0	299.0	267.0	228.0	240.0	238.0	310.0	327.0	345.0	255.0	438.0	321.0	97.0	269.0	190.0	472.0	471.0	274.0	68.0	494.0	529.0	180.0	978.0	520.0	609.0	289.0	253.0	596.0	567.0	953.0	407.0	654.0
1d29ea254350ca7d55a79cd2e152dcd1	136.0	388.0	175.0	220.0	87.0	1538.0	387.0	283.0	200.0	263.0	188.0	196.0	292.0	306.0	297.0	219.0	292.0	268.0	82.0	205.0	179.0	441.0	420.0	288.0	65.0	545.0	470.0	175.0	888.0	419.0	627.0	230.0	257.0	563.0	464.0	840.0	354.0	564.0
0352a5ac8f1b954317cfcfd62f1e016e	111.0	402.0	168.0	249.0	65.0	1521.0	328.0	270.0	225.0	236.0	173.0	193.0	319.0	280.0	328.0	198.0	296.0	263.0	75.0	264.0	155.0	391.0	413.0	285.0	62.0	533.0	457.0	140.0	793.0	440.0	521.0	219.0	219.0	521.0	508.0	839.0	370.0	555.0
79e0f596fc184df494931bf5268581c2	97.0	362.0	168.0	242.0	96.0	2018.0	505.0	301.0	176.0	317.0	169.0	173.0	236.0	243.0	456.0	189.0	307.0	199.0	84.0	187.0	134.0	406.0	373.0	314.0	41.0	401.0	400.0	125.0	648.0	324.0	602.0	254.0	202.0	436.0	336.0	623.0	294.0	526.0
17775316caac16c6000fac5996d6d801	110.0	349.0	157.0	179.0	93.0	1945.0	427.0	272.0	166.0	302.0	159.0	178.0	223.0	261.0	446.0	185.0	287.0	227.0	56.0	185.0	133.0	431.0	361.0	293.0	66.0	361.0	407.0	131.0	639.0	333.0	597.0	251.0	213.0	414.0	355.0	594.0	285.0	514.0
4f30d05d4c1c81dab7d3fd1a0700eb6c	92.0	316.0	144.0	226.0	107.0	1934.0	421.0	261.0	184.0	260.0	163.0	178.0	248.0	239.0	358.0	204.0	262.0	237.0	79.0	184.0	143.0	391.0	340.0	265.0	36.0	391.0	384.0	112.0	610.0	325.0	544.0	240.0	210.0	402.0	332.0	588.0	295.0	492.0
15578633b8c985c04f9a46cf38d23fd6	71.0	290.0	123.0	193.0	53.0	1481.0	326.0	228.0	175.0	183.0	139.0	135.0	215.0	194.0	314.0	161.0	232.0	168.0	75.0	172.0	112.0	287.0	300.0	235.0	48.0	366.0	316.0	127.0	498.0	279.0	440.0	188.0	140.0	331.0	310.0	525.0	240.0	421.0
3293b9cde12659f17d5cd883b4ca1187	93.0	269.0	124.0	185.0	61.0	1303.0	277.0	204.0	163.0	180.0	142.0	147.0	191.0	204.0	279.0	154.0	252.0	170.0	52.0	160.0	114.0	325.0	321.0	182.0	51.0	337.0	286.0	109.0	553.0	327.0	368.0	169.0	137.0	332.0	341.0	522.0	216.0	387.0
855fa307d6b6f4f154abaf999a5b0411	15.0	0.0	102.0	47.0	54.0	1417.0	69.0	235.0	127.0	177.0	160.0	0.0	146.0	376.0	502.0	243.0	80.0	0.0	93.0	236.0	234.0	447.0	233.0	186.0	57.0	263.0	113.0	61.0	344.0	400.0	488.0	0.0	187.0	1504.0	530.0	236.0	107.0	36.0
fda891891b3b45d4b026a4c6d4989633	65.0	71.0	97.0	56.0	54.0	1283.0	57.0	242.0	143.0	190.0	115.0	0.0	181.0	367.0	483.0	237.0	99.0	0.0	103.0	242.0	216.0	390.0	217.0	171.0	57.0	238.0	93.0	81.0	272.0	390.0	438.0	0.0	188.0	1493.0	450.0	190.0	118.0	0.0
9e76daa1109a7425f00d9391b5f14740	20.0	0.0	101.0	62.0	45.0	1240.0	62.0	215.0	106.0	170.0	130.0	0.0	148.0	315.0	470.0	248.0	59.0	0.0	80.0	195.0	189.0	364.0	178.0	232.0	56.0	217.0	117.0	88.0	295.0	410.0	451.0	0.0	196.0	1268.0	482.0	201.0	81.0	45.0
db233de194e0d14c8ab6a762e374d9f7	67.0	68.0	80.0	38.0	44.0	1120.0	64.0	210.0	108.0	131.0	94.0	0.0	176.0	330.0	401.0	221.0	73.0	13.0	91.0	193.0	177.0	372.0	165.0	149.0	57.0	268.0	97.0	65.0	276.0	412.0	435.0	0.0	185.0	1329.0	374.0	197.0	76.0	0.0
9ab4ee6e3f941bd9658373c3b1856080	94.0	236.0	90.0	143.0	56.0	1014.0	231.0	182.0	133.0	162.0	122.0	148.0	158.0	162.0	189.0	137.0	193.0	138.0	41.0	102.0	108.0	252.0	251.0	171.0	58.0	295.0	249.0	82.0	435.0	222.0	330.0	154.0	102.0	292.0	212.0	446.0	200.0	336.0
46dca257e79a09597e1d8f604187799a	0.0	0.0	98.0	62.0	61.0	1561.0	80.0	194.0	106.0	203.0	88.0	0.0	124.0	308.0	631.0	180.0	66.0	0.0	86.0	178.0	164.0	375.0	173.0	208.0	68.0	165.0	83.0	74.0	203.0	296.0	423.0	0.0	169.0	935.0	333.0	153.0	78.0	0.0
20a822f98c3ca9c92d6cc60841bbc71c	111.0	0.0	0.0	298.0	0.0	119.0	103.0	217.0	112.0	101.0	218.0	92.0	89.0	116.0	0.0	0.0	259.0	76.0	79.0	44.0	208.0	280.0	92.0	58.0	26.0	203.0	426.0	129.0	260.0	208.0	0.0	220.0	80.0	379.0	0.0	246.0	138.0	0.0
9f46087a202acb82df416ff663ed397a	55.0	288.0	206.0	0.0	40.0	787.0	70.0	83.0	79.0	166.0	122.0	0.0	193.0	260.0	107.0	116.0	75.0	0.0	53.0	0.0	428.0	0.0	99.0	194.0	43.0	191.0	67.0	71.0	166.0	107.0	144.0	0.0	102.0	94.0	79.0	0.0	145.0	82.0
42913d77a8c23baaa607a1f3b4d88a89	106.0	45.0	0.0	238.0	0.0	113.0	73.0	196.0	147.0	81.0	174.0	100.0	132.0	111.0	0.0	0.0	254.0	0.0	57.0	42.0	195.0	275.0	81.0	52.0	40.0	174.0	436.0	112.0	254.0	181.0	0.0	211.0	85.0	355.0	0.0	253.0	135.0	0.0
474753afa18c2251e8f03f38fcd02c53	91.0	0.0	0.0	249.0	0.0	129.0	84.0	203.0	123.0	89.0	176.0	92.0	107.0	105.0	0.0	0.0	173.0	80.0	57.0	26.0	198.0	287.0	100.0	53.0	29.0	189.0	389.0	139.0	232.0	163.0	0.0	225.0	91.0	333.0	0.0	236.0	111.0	0.0
3da7ec2354ca4fe9a2d7dae56a88f06d	61.0	304.0	160.0	20.0	22.0	725.0	68.0	102.0	81.0	130.0	110.0	97.0	155.0	270.0	86.0	100.0	55.0	0.0	60.0	0.0	396.0	0.0	106.0	171.0	87.0	160.0	0.0	42.0	170.0	106.0	173.0	18.0	0.0	79.0	93.0	0.0	123.0	0.0
c5fc3f556d4cedbc8e5b71e18e05989b	32.0	255.0	159.0	0.0	33.0	719.0	67.0	71.0	92.0	135.0	118.0	0.0	153.0	228.0	84.0	104.0	69.0	0.0	56.0	0.0	435.0	0.0	77.0	209.0	76.0	179.0	51.0	59.0	132.0	121.0	145.0	0.0	81.0	98.0	67.0	0.0	132.0	75.0
6e6a420c68d358bd470a479c0a633e37	53.0	279.0	164.0	24.0	35.0	630.0	74.0	84.0	82.0	148.0	90.0	60.0	156.0	238.0	91.0	106.0	53.0	0.0	63.0	0.0	357.0	0.0	86.0	167.0	68.0	162.0	0.0	52.0	134.0	136.0	108.0	31.0	0.0	72.0	94.0	0.0	115.0	0.0
d3cebbf694c6840bd2cba9870e6a4380	0.0	0.0	0.0	55.0	264.0	307.0	0.0	73.0	29.0	42.0	45.0	70.0	0.0	79.0	211.0	37.0	21.0	57.0	345.0	66.0	0.0	245.0	227.0	62.0	300.0	0.0	699.0	69.0	0.0	71.0	0.0	0.0	328.0	51.0	58.0	119.0	65.0	0.0
f6e438bfbe489e25172975a4d335eca1	32.0	229.0	154.0	0.0	38.0	892.0	79.0	85.0	59.0	172.0	89.0	12.0	107.0	212.0	128.0	76.0	64.0	0.0	73.0	0.0	264.0	0.0	75.0	186.0	50.0	105.0	0.0	44.0	118.0	67.0	153.0	66.0	0.0	72.0	59.0	0.0	114.0	0.0
36ebf7a2ac03e32f9a05baeba4424006	75.0	0.0	0.0	144.0	0.0	46.0	0.0	60.0	0.0	105.0	57.0	93.0	126.0	104.0	69.0	74.0	192.0	0.0	0.0	87.0	0.0	543.0	66.0	69.0	71.0	0.0	200.0	0.0	404.0	0.0	199.0	49.0	0.0	231.0	329.0	322.0	0.0	40.0
a00df4b00e0e9e084a7ddef93e0f11e2	119.0	56.0	40.0	61.0	0.0	352.0	38.0	97.0	103.0	326.0	152.0	185.0	0.0	97.0	0.0	70.0	54.0	23.0	55.0	310.0	23.0	33.0	53.0	457.0	74.0	88.0	116.0	116.0	0.0	74.0	0.0	144.0	0.0	61.0	68.0	70.0	166.0	0.0
6e40fc8e0840833c7b71ab268e34fb61	0.0	0.0	0.0	59.0	255.0	302.0	0.0	62.0	21.0	0.0	28.0	0.0	0.0	76.0	185.0	55.0	27.0	0.0	294.0	69.0	0.0	272.0	231.0	37.0	321.0	0.0	660.0	24.0	0.0	65.0	29.0	0.0	307.0	76.0	34.0	111.0	56.0	0.0
6dd6aa3514e53f8899132c62627afe58	31.0	215.0	164.0	0.0	47.0	774.0	82.0	78.0	43.0	133.0	80.0	13.0	122.0	160.0	128.0	91.0	41.0	0.0	54.0	0.0	270.0	0.0	82.0	211.0	71.0	126.0	0.0	32.0	85.0	88.0	137.0	65.0	0.0	64.0	44.0	0.0	94.0	0.0
7b40a238633dc6cfe6bbe0d98930a108	117.0	67.0	36.0	58.0	80.0	343.0	31.0	100.0	97.0	315.0	151.0	163.0	44.0	79.0	0.0	70.0	41.0	111.0	65.0	290.0	55.0	52.0	51.0	369.0	59.0	86.0	61.0	106.0	0.0	45.0	0.0	136.0	0.0	60.0	63.0	0.0	154.0	0.0
2de9a1b47e224f9925fc674e0c510d87	78.0	0.0	0.0	125.0	0.0	42.0	0.0	64.0	0.0	92.0	48.0	90.0	114.0	95.0	62.0	65.0	187.0	0.0	0.0	88.0	0.0	423.0	70.0	52.0	69.0	0.0	214.0	0.0	393.0	0.0	220.0	56.0	0.0	204.0	315.0	325.0	0.0	36.0
7b04c4f4ec1e25b5aa7c38296896e95f	80.0	0.0	0.0	119.0	0.0	52.0	0.0	68.0	0.0	66.0	62.0	74.0	123.0	124.0	41.0	82.0	192.0	0.0	0.0	88.0	0.0	467.0	64.0	63.0	63.0	0.0	199.0	0.0	382.0	0.0	192.0	50.0	0.0	188.0	302.0	336.0	0.0	41.0
edda4cc1482592a1850e389fe13c0b1a	0.0	0.0	0.0	48.0	258.0	260.0	0.0	56.0	41.0	32.0	45.0	73.0	0.0	71.0	144.0	34.0	25.0	0.0	285.0	61.0	0.0	203.0	197.0	37.0	238.0	0.0	604.0	49.0	0.0	75.0	0.0	0.0	255.0	76.0	56.0	139.0	59.0	0.0
f2e39aa8acb5bd76565ea03d352dcb36	88.0	64.0	24.0	75.0	0.0	350.0	41.0	93.0	88.0	316.0	127.0	157.0	0.0	78.0	0.0	60.0	31.0	32.0	66.0	223.0	21.0	33.0	57.0	428.0	47.0	96.0	81.0	80.0	0.0	53.0	0.0	147.0	0.0	52.0	64.0	76.0	138.0	0.0
20611bd585058fcf6bd11399a3c15a8f	37.0	0.0	0.0	148.0	0.0	29.0	0.0	68.0	0.0	95.0	46.0	93.0	69.0	84.0	65.0	97.0	133.0	0.0	19.0	79.0	0.0	514.0	45.0	52.0	85.0	0.0	173.0	0.0	365.0	0.0	223.0	43.0	0.0	173.0	230.0	221.0	0.0	48.0
84b6d6f03adbce4338e6478ee5324b2d	112.0	56.0	23.0	54.0	78.0	286.0	40.0	96.0	60.0	278.0	105.0	144.0	50.0	72.0	0.0	73.0	24.0	93.0	95.0	237.0	44.0	58.0	55.0	338.0	61.0	97.0	97.0	77.0	0.0	52.0	0.0	129.0	0.0	48.0	47.0	0.0	139.0	0.0
0845c8e616cf67aa339784676023fba7	40.0	146.0	61.0	50.0	548.0	277.0	60.0	36.0	85.0	52.0	36.0	0.0	0.0	514.0	398.0	160.0	60.0	0.0	95.0	0.0	41.0	0.0	90.0	65.0	134.0	0.0	60.0	0.0	77.0	0.0	0.0	0.0	34.0	24.0	65.0	0.0	0.0	0.0
f19fbf6fb1115eb00905f3137dd0c2fe	56.0	112.0	26.0	21.0	44.0	220.0	76.0	71.0	52.0	38.0	36.0	30.0	0.0	134.0	88.0	67.0	57.0	0.0	47.0	42.0	59.0	174.0	133.0	32.0	52.0	306.0	269.0	27.0	61.0	32.0	135.0	69.0	30.0	234.0	68.0	29.0	106.0	170.0
04c6efbca99e9e9d7e6ca65baec24192	162.0	49.0	79.0	158.0	267.0	356.0	66.0	28.0	38.0	66.0	0.0	97.0	10.0	168.0	59.0	217.0	60.0	144.0	31.0	64.0	76.0	98.0	51.0	46.0	54.0	70.0	0.0	34.0	17.0	51.0	61.0	143.0	57.0	32.0	74.0	67.0	103.0	38.0
bc18e14aa753d63c7659c418b0f8b869	0.0	24.0	0.0	50.0	328.0	331.0	0.0	58.0	0.0	34.0	22.0	0.0	0.0	53.0	204.0	37.0	19.0	0.0	277.0	59.0	0.0	234.0	140.0	52.0	201.0	0.0	491.0	0.0	0.0	55.0	83.0	0.0	236.0	47.0	40.0	67.0	47.0	0.0
b02b92d68e7ec585b786e25f0a3aab5a	75.0	63.0	38.0	64.0	0.0	447.0	37.0	77.0	55.0	341.0	109.0	130.0	0.0	69.0	19.0	63.0	28.0	61.0	45.0	226.0	36.0	54.0	45.0	400.0	40.0	62.0	76.0	83.0	0.0	44.0	0.0	134.0	0.0	59.0	44.0	0.0	122.0	0.0
e8dea07925f10a9d7126974af20d0692	0.0	0.0	0.0	29.0	221.0	244.0	0.0	55.0	13.0	0.0	24.0	0.0	0.0	80.0	143.0	59.0	25.0	0.0	278.0	51.0	0.0	249.0	168.0	43.0	276.0	0.0	520.0	12.0	0.0	68.0	31.0	0.0	245.0	62.0	30.0	108.0	59.0	0.0
da5f09adc401fd05c8b27c00138fdf65	71.0	40.0	62.0	49.0	38.0	385.0	34.0	80.0	73.0	348.0	98.0	130.0	0.0	67.0	0.0	79.0	47.0	0.0	59.0	232.0	29.0	30.0	47.0	354.0	52.0	66.0	62.0	94.0	0.0	28.0	0.0	160.0	0.0	56.0	36.0	0.0	143.0	0.0
9abdbba78524bcf8dc47a81d41a082b0	0.0	0.0	0.0	43.0	328.0	300.0	0.0	64.0	55.0	33.0	18.0	0.0	0.0	57.0	218.0	34.0	36.0	0.0	246.0	49.0	0.0	244.0	148.0	51.0	211.0	0.0	413.0	0.0	0.0	31.0	0.0	0.0	221.0	47.0	77.0	80.0	35.0	0.0
c4f12ea3ca221cc78fe48c4851662b2d	36.0	0.0	0.0	120.0	0.0	55.0	0.0	56.0	0.0	103.0	51.0	81.0	73.0	73.0	63.0	65.0	111.0	0.0	16.0	68.0	0.0	417.0	33.0	72.0	95.0	0.0	175.0	0.0	363.0	0.0	173.0	64.0	0.0	166.0	195.0	259.0	0.0	46.0
9bb1b0e31d09fd91f984382cb8f7331d	34.0	106.0	66.0	39.0	654.0	328.0	48.0	44.0	71.0	54.0	14.0	0.0	0.0	344.0	467.0	128.0	0.0	0.0	86.0	34.0	32.0	0.0	0.0	0.0	97.0	0.0	43.0	0.0	0.0	71.0	65.0	0.0	45.0	77.0	49.0	0.0	0.0	0.0
701979c17279bf34e616ac22a60634ae	55.0	107.0	35.0	18.0	34.0	237.0	102.0	72.0	48.0	14.0	45.0	73.0	0.0	157.0	66.0	47.0	60.0	0.0	10.0	60.0	62.0	164.0	108.0	26.0	25.0	325.0	283.0	39.0	0.0	71.0	80.0	0.0	39.0	232.0	60.0	67.0	0.0	164.0
008ef6cf95499f7b42559d7d0d292458	45.0	0.0	0.0	59.0	251.0	286.0	0.0	66.0	0.0	34.0	20.0	0.0	0.0	55.0	220.0	0.0	13.0	0.0	252.0	53.0	0.0	221.0	178.0	46.0	235.0	0.0	450.0	0.0	0.0	45.0	35.0	0.0	210.0	47.0	0.0	92.0	38.0	0.0
de120b8f097665bb1be68930d2886819	26.0	58.0	0.0	0.0	86.0	119.0	48.0	43.0	0.0	0.0	65.0	58.0	38.0	98.0	19.0	185.0	59.0	58.0	56.0	80.0	17.0	94.0	298.0	0.0	0.0	100.0	36.0	297.0	155.0	0.0	96.0	25.0	0.0	147.0	125.0	65.0	222.0	154.0
d76b4a7e28b9614b9755baaf996b992f	140.0	33.0	43.0	161.0	223.0	313.0	59.0	58.0	47.0	52.0	24.0	75.0	14.0	185.0	49.0	213.0	47.0	122.0	98.0	75.0	0.0	80.0	72.0	45.0	27.0	0.0	46.0	77.0	12.0	70.0	26.0	116.0	47.0	46.0	46.0	43.0	67.0	0.0
d8f1d25bb50dc22ca6b4d5de683837c7	86.0	0.0	150.0	0.0	0.0	646.0	0.0	48.0	0.0	0.0	0.0	0.0	33.0	186.0	44.0	0.0	55.0	0.0	58.0	72.0	396.0	61.0	0.0	0.0	0.0	0.0	78.0	0.0	117.0	66.0	0.0	0.0	49.0	496.0	48.0	70.0	0.0	0.0
f9efa9e0ecdca70ded2e9a902d8160c4	43.0	195.0	12.0	20.0	33.0	724.0	31.0	0.0	19.0	72.0	21.0	87.0	58.0	62.0	96.0	0.0	61.0	26.0	20.0	0.0	70.0	0.0	98.0	262.0	108.0	35.0	0.0	0.0	56.0	109.0	30.0	40.0	18.0	0.0	0.0	131.0	67.0	87.0
3e666dcbe8c0e7a71a8fc808ac096c48	73.0	34.0	62.0	0.0	80.0	103.0	47.0	41.0	0.0	11.0	56.0	0.0	52.0	107.0	22.0	172.0	36.0	57.0	0.0	76.0	0.0	27.0	258.0	28.0	18.0	104.0	47.0	258.0	145.0	0.0	85.0	0.0	0.0	171.0	107.0	51.0	211.0	134.0
0cb0ea4a47f5216a0d686513bdb4b580	69.0	101.0	67.0	40.0	568.0	300.0	47.0	43.0	65.0	61.0	14.0	0.0	0.0	329.0	402.0	142.0	96.0	0.0	60.0	0.0	58.0	0.0	0.0	0.0	87.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0
31ec5de0da11b4f2affd4e942fac83cd	40.0	153.0	51.0	23.0	473.0	250.0	45.0	61.0	71.0	39.0	11.0	0.0	0.0	418.0	323.0	151.0	0.0	0.0	65.0	79.0	29.0	0.0	0.0	0.0	124.0	0.0	30.0	0.0	0.0	35.0	0.0	0.0	28.0	70.0	86.0	0.0	0.0	0.0
838e660330945b3cf39c484a5c779c5c	0.0	0.0	164.0	0.0	58.0	543.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	214.0	0.0	0.0	0.0	0.0	24.0	72.0	417.0	80.0	0.0	0.0	102.0	0.0	51.0	0.0	98.0	70.0	0.0	0.0	57.0	486.0	49.0	88.0	0.0	0.0
d90a159d15d934799a147e279c3de9a4	66.0	118.0	79.0	38.0	552.0	308.0	45.0	32.0	61.0	42.0	52.0	0.0	0.0	324.0	385.0	111.0	0.0	0.0	70.0	0.0	73.0	0.0	0.0	0.0	91.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	25.0	0.0	0.0	48.0
32b44e941fe682173c01f3d1cc72146b	98.0	48.0	73.0	130.0	256.0	240.0	68.0	50.0	26.0	56.0	35.0	65.0	12.0	147.0	32.0	163.0	42.0	106.0	87.0	72.0	0.0	72.0	63.0	52.0	16.0	0.0	43.0	69.0	14.0	72.0	23.0	89.0	37.0	47.0	39.0	62.0	76.0	0.0
a7c925349379d93894acadbd80c177c4	124.0	0.0	0.0	28.0	122.0	125.0	35.0	44.0	104.0	15.0	0.0	58.0	0.0	62.0	0.0	90.0	0.0	94.0	29.0	31.0	120.0	126.0	61.0	40.0	70.0	97.0	70.0	60.0	52.0	70.0	182.0	0.0	151.0	154.0	66.0	0.0	133.0	38.0
80797a5aef86d26fad4ad85754559f7d	77.0	0.0	127.0	0.0	0.0	524.0	0.0	52.0	0.0	0.0	0.0	0.0	44.0	175.0	30.0	0.0	45.0	0.0	43.0	52.0	320.0	62.0	0.0	0.0	0.0	0.0	65.0	0.0	111.0	45.0	0.0	0.0	60.0	490.0	36.0	71.0	0.0	0.0
635b8c4203318a5e8935c646cada4fe4	16.0	51.0	0.0	0.0	62.0	76.0	56.0	33.0	0.0	0.0	50.0	55.0	48.0	89.0	24.0	160.0	36.0	45.0	59.0	80.0	15.0	52.0	235.0	0.0	0.0	72.0	41.0	225.0	115.0	0.0	93.0	24.0	0.0	158.0	96.0	75.0	166.0	105.0
4b528be8f77086b146e101d5dde1e7b1	139.0	0.0	0.0	39.0	99.0	112.0	35.0	65.0	95.0	21.0	0.0	58.0	0.0	70.0	0.0	91.0	0.0	79.0	25.0	40.0	115.0	117.0	44.0	42.0	71.0	91.0	84.0	63.0	61.0	60.0	161.0	0.0	131.0	142.0	79.0	0.0	123.0	22.0
8a2a298fc15f324049b96e5627124abd	0.0	23.0	0.0	66.0	110.0	114.0	79.0	27.0	0.0	27.0	43.0	30.0	36.0	57.0	24.0	146.0	36.0	45.0	0.0	63.0	42.0	46.0	213.0	0.0	0.0	80.0	44.0	218.0	110.0	68.0	88.0	0.0	57.0	113.0	82.0	35.0	128.0	122.0
119ec30d2b304df9cb67cb68c49ed32e	74.0	0.0	59.0	57.0	58.0	91.0	140.0	27.0	155.0	0.0	151.0	117.0	15.0	7.0	0.0	93.0	23.0	0.0	68.0	76.0	67.0	11.0	67.0	0.0	40.0	305.0	23.0	130.0	37.0	71.0	0.0	53.0	18.0	49.0	237.0	7.0	0.0	0.0
7cc32c4aef5757623f2d07c4db737e7f	0.0	71.0	20.0	0.0	190.0	232.0	34.0	35.0	0.0	43.0	106.0	63.0	27.0	135.0	43.0	88.0	86.0	46.0	76.0	0.0	57.0	41.0	58.0	68.0	43.0	0.0	0.0	0.0	96.0	153.0	46.0	79.0	93.0	113.0	115.0	0.0	60.0	0.0
240e0b99817bf4468048df497de5498a	0.0	0.0	131.0	0.0	0.0	651.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	137.0	64.0	0.0	98.0	0.0	47.0	58.0	256.0	58.0	74.0	0.0	0.0	63.0	0.0	0.0	74.0	45.0	0.0	0.0	67.0	290.0	59.0	58.0	0.0	0.0
f683188b73afa73435269016636dbc7d	95.0	43.0	0.0	51.0	0.0	0.0	16.0	62.0	0.0	41.0	58.0	176.0	39.0	37.0	0.0	76.0	67.0	123.0	0.0	82.0	0.0	74.0	33.0	37.0	64.0	51.0	96.0	22.0	63.0	0.0	0.0	105.0	0.0	59.0	77.0	76.0	524.0	0.0
70f24ea2fe7beaf25e98f61d6b20062d	67.0	0.0	49.0	61.0	17.0	98.0	120.0	25.0	150.0	0.0	156.0	87.0	10.0	8.0	0.0	96.0	21.0	0.0	73.0	51.0	54.0	4.0	42.0	0.0	47.0	339.0	24.0	116.0	47.0	51.0	0.0	51.0	16.0	40.0	220.0	5.0	61.0	0.0
de71992bcaa99da411f90edbd8f562b5	0.0	78.0	29.0	0.0	187.0	167.0	34.0	44.0	0.0	59.0	73.0	68.0	37.0	116.0	48.0	97.0	60.0	45.0	71.0	0.0	67.0	61.0	33.0	78.0	50.0	0.0	0.0	0.0	87.0	161.0	38.0	55.0	75.0	100.0	106.0	0.0	49.0	0.0
034516fa81b2812b26f5f54523b3e80d	67.0	44.0	0.0	48.0	0.0	0.0	28.0	0.0	0.0	37.0	62.0	183.0	70.0	52.0	0.0	0.0	85.0	135.0	0.0	88.0	88.0	60.0	0.0	33.0	32.0	54.0	0.0	40.0	89.0	0.0	0.0	110.0	70.0	30.0	68.0	51.0	514.0	0.0
6fde0547e2876b76d02112d6ac7418b1	55.0	177.0	0.0	24.0	24.0	634.0	43.0	0.0	59.0	78.0	17.0	32.0	0.0	52.0	89.0	0.0	69.0	60.0	11.0	71.0	0.0	0.0	23.0	221.0	0.0	35.0	25.0	0.0	67.0	54.0	27.0	52.0	21.0	0.0	0.0	0.0	43.0	0.0
ebd02a83f5af0ba87a007e96f5c6d6fc	0.0	0.0	123.0	82.0	0.0	576.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	143.0	43.0	0.0	24.0	0.0	34.0	52.0	248.0	61.0	0.0	26.0	0.0	8.0	0.0	0.0	62.0	48.0	0.0	0.0	71.0	309.0	29.0	59.0	0.0	0.0
e6f804d08ac251738a0059d34b05eee9	72.0	0.0	41.0	57.0	20.0	86.0	119.0	30.0	148.0	0.0	153.0	86.0	7.0	10.0	0.0	85.0	15.0	0.0	39.0	33.0	42.0	10.0	55.0	0.0	50.0	282.0	16.0	103.0	30.0	88.0	0.0	49.0	12.0	42.0	182.0	10.0	58.0	0.0
0580b832e01e80bd871e1679f2e76d04	52.0	61.0	41.0	14.0	49.0	266.0	20.0	31.0	92.0	30.0	25.0	0.0	61.0	71.0	34.0	78.0	23.0	0.0	26.0	31.0	64.0	0.0	54.0	173.0	39.0	14.0	24.0	0.0	414.0	36.0	0.0	30.0	28.0	0.0	53.0	39.0	0.0	48.0
8a54fca9ce146500475ee416280e1118	22.0	39.0	57.0	11.0	37.0	342.0	48.0	31.0	12.0	67.0	24.0	0.0	49.0	57.0	53.0	59.0	20.0	0.0	48.0	58.0	50.0	0.0	30.0	190.0	102.0	9.0	22.0	0.0	296.0	55.0	13.0	52.0	41.0	0.0	55.0	0.0	0.0	35.0
3b82d24323e68cf28adcaa094f4734ca	94.0	0.0	0.0	41.0	0.0	22.0	34.0	0.0	103.0	50.0	62.0	0.0	31.0	79.0	0.0	0.0	95.0	47.0	0.0	183.0	0.0	117.0	83.0	0.0	0.0	126.0	0.0	0.0	112.0	48.0	0.0	0.0	0.0	42.0	58.0	169.0	382.0	0.0
ab3ca2910b2d22d1b2fe959439fc0904	34.0	66.0	53.0	12.0	46.0	296.0	27.0	32.0	0.0	52.0	24.0	0.0	50.0	76.0	52.0	82.0	30.0	0.0	43.0	40.0	78.0	0.0	0.0	215.0	0.0	23.0	35.0	0.0	361.0	26.0	0.0	67.0	42.0	36.0	0.0	14.0	57.0	0.0
f4a54180faec574f67c0e44c9b72dc1e	65.0	0.0	0.0	42.0	0.0	0.0	39.0	0.0	0.0	52.0	47.0	35.0	83.0	0.0	0.0	0.0	96.0	112.0	0.0	193.0	32.0	99.0	83.0	0.0	0.0	125.0	39.0	0.0	127.0	26.0	0.0	0.0	0.0	0.0	48.0	172.0	452.0	0.0
dfc42ed7e33ef9fd501b05eacb21f3d5	30.0	114.0	0.0	22.0	30.0	750.0	54.0	0.0	12.0	66.0	19.0	25.0	64.0	69.0	127.0	0.0	42.0	34.0	8.0	36.0	0.0	0.0	0.0	222.0	0.0	21.0	3.0	48.0	30.0	32.0	24.0	61.0	20.0	0.0	0.0	0.0	0.0	0.0
